year,region,occ_code,occ_title,employment_level,wage_hourly_mean,wage_annual_mean,wage_hourly_median,wage_annual_median,wage_annual_pct10,wage_annual_pct90,employment_change_yoy_pct,wage_growth_yoy_pct,employment_change_5yr_cagr,wage_growth_5yr_cagr,contraction_flag_12mo
2020,US,51-7032,"Patternmakers, Wood",190.0,29.21,60750.0,31.31,65120.0,32380.0,83050.0,-48.64864864864865,-4.315640258308395,-0.28684607752153524,0.07893442674715967,1
2021,US,51-7032,"Patternmakers, Wood",210.0,24.53,51020.0,22.56,46920.0,30070.0,77280.0,10.526315789473683,-16.016460905349795,-0.2636411478018874,0.01291196773978176,0
2022,US,51-7032,"Patternmakers, Wood",330.0,21.98,45720.0,21.29,44290.0,31730.0,60220.0,57.14285714285714,-10.388083104664837,-0.1558791201558899,-0.024510967810889572,0
2023,US,51-7032,"Patternmakers, Wood",260.0,25.16,52330.0,23.38,48630.0,38700.0,75460.0,-21.21212121212121,14.457567804024496,-0.13275961078856802,-0.02584501481526169,1
2024,US,51-7032,"Patternmakers, Wood",180.0,27.84,57920.0,25.25,52520.0,40730.0,83330.0,-30.76923076923077,10.682209057901778,-0.13420682851633425,-0.018196343438922624,1
2015,US,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",48600.0,14.04,29190.0,13.37,27800.0,19020.0,41840.0,,,,,
2016,US,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",50640.0,14.41,29960.0,13.65,28380.0,19660.0,43530.0,4.197530864197531,2.6378896882494005,,,0
2017,US,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",51950.0,14.74,30670.0,13.98,29080.0,20560.0,44190.0,2.5868878357030014,2.369826435246996,,,0
2018,US,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",52260.0,15.0,31200.0,14.18,29500.0,20670.0,45410.0,0.5967276227141483,1.728073035539615,,,0
2019,US,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",50730.0,15.46,32150.0,14.62,30410.0,21150.0,46670.0,-2.9276693455797935,3.0448717948717947,,,1
2020,US,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",48400.0,16.01,33290.0,15.17,31560.0,21680.0,48080.0,-4.592943031736645,3.5458786936236395,-0.0008244034293835023,0.026634701925136728,1
2021,US,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",45350.0,16.96,35280.0,16.99,35340.0,23430.0,47320.0,-6.301652892561983,5.977771102433163,-0.021824639939299062,0.03323082314910342,1
2022,US,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",46400.0,18.0,37450.0,17.44,36270.0,26930.0,49500.0,2.3153252480705624,6.15079365079365,-0.022343063991279277,0.04075285090380509,0
2023,US,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",43570.0,19.29,40120.0,18.27,38000.0,28790.0,51780.0,-6.099137931034482,7.12950600801068,-0.03571895267396363,0.051577453708524956,1
2024,US,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",43140.0,20.38,42390.0,19.21,39950.0,29670.0,56560.0,-0.9869176038558641,5.6580259222333,-0.031893679126101304,0.05685763173953773,0
2015,US,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",75540.0,13.98,29090.0,13.37,27820.0,19380.0,40960.0,,,,,
2016,US,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",76130.0,14.35,29850.0,13.71,28510.0,20160.0,42220.0,0.7810431559438707,2.612581643176349,,,0
2017,US,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",79650.0,14.6,30370.0,14.0,29110.0,20500.0,42880.0,4.623670038092736,1.742043551088777,,,0
2018,US,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",78980.0,14.96,31110.0,14.29,29730.0,20870.0,44420.0,-0.8411801632140616,2.4366150806717153,,,0
2019,US,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",78850.0,15.47,32180.0,14.9,30990.0,21430.0,45880.0,-0.16459863256520638,3.439408550305368,,,0
2020,US,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",75160.0,16.13,33540.0,15.46,32160.0,22490.0,47780.0,-4.679771718452758,4.226227470478558,-0.0010081200530106527,0.028877967760182033,1
2021,US,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",67210.0,17.1,35560.0,17.35,36090.0,23960.0,47330.0,-10.577434805747739,6.022659511031605,-0.024616031699752128,0.03562728351704303,1
2022,US,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",63680.0,18.3,38060.0,17.71,36830.0,27910.0,49510.0,-5.252194613896742,7.03037120359955,-0.04376759973651789,0.046176109885342154,1
2023,US,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",61250.0,19.4,40360.0,18.4,38260.0,29620.0,52280.0,-3.815954773869347,6.04308985811876,-0.04957512857426338,0.05344102951552587,1
2024,US,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",63350.0,20.33,42290.0,19.44,40440.0,30920.0,54340.0,3.428571428571429,4.781962338949454,-0.042830207205129645,0.056161492382286626,0
2015,US,51-7099,"Woodworkers, All Other",6900.0,15.45,32130.0,13.94,28990.0,18800.0,50720.0,,,,,
2016,US,51-7099,"Woodworkers, All Other",6750.0,15.28,31780.0,13.7,28500.0,18930.0,50540.0,-2.1739130434782608,-1.0893246187363834,,,1
2017,US,51-7099,"Woodworkers, All Other",6490.0,16.18,33650.0,14.75,30680.0,19750.0,52540.0,-3.851851851851852,5.884203901825047,,,1
2018,US,51-7099,"Woodworkers, All Other",5970.0,16.6,34530.0,14.98,31170.0,20990.0,54200.0,-8.012326656394453,2.6151560178306092,,,1
2019,US,51-7099,"Woodworkers, All Other",6700.0,16.96,35270.0,15.92,33110.0,21800.0,53680.0,12.227805695142377,2.143064002316826,,,0
2020,US,51-7099,"Woodworkers, All Other",7300.0,17.17,35710.0,16.17,33630.0,22480.0,53810.0,8.955223880597014,1.2475191380776864,0.011334339663085391,0.02135289663520168,0
2021,US,51-7099,"Woodworkers, All Other",7910.0,17.35,36080.0,17.12,35610.0,23700.0,49990.0,8.356164383561644,1.0361243349201905,0.03222540135749874,0.02570512901125488,0
2022,US,51-7099,"Woodworkers, All Other",9120.0,17.73,36870.0,17.01,35370.0,25750.0,51310.0,15.29709228824273,2.1895787139689578,0.07040968104346867,0.01844507840629639,0
2023,US,51-7099,"Woodworkers, All Other",7830.0,19.0,39520.0,18.15,37760.0,28250.0,54660.0,-14.144736842105262,7.1874152427447795,0.05574123909316531,0.02736335662890177,1
2024,US,51-7099,"Woodworkers, All Other",6590.0,21.03,43730.0,19.82,41220.0,30470.0,60870.0,-15.836526181353769,10.652834008097166,-0.0033053608040840565,0.04393823333226088,1
2015,US,51-8011,Nuclear Power Reactor Operators,6940.0,42.7,88820.0,42.58,88560.0,66520.0,116780.0,,,,,
2016,US,51-8011,Nuclear Power Reactor Operators,7170.0,43.93,91370.0,43.83,91170.0,66350.0,121570.0,3.314121037463977,2.870975005629363,,,0
2017,US,51-8011,Nuclear Power Reactor Operators,6010.0,45.36,94350.0,44.89,93370.0,67590.0,126380.0,-16.178521617852162,3.261464375615629,,,1
2018,US,51-8011,Nuclear Power Reactor Operators,6280.0,45.82,95310.0,45.36,94350.0,68200.0,127370.0,4.492512479201332,1.0174880763116056,,,0
2019,US,51-8011,Nuclear Power Reactor Operators,5050.0,48.55,100990.0,48.33,100530.0,74520.0,128810.0,-19.5859872611465,5.959500577064317,,,1
2020,US,51-8011,Nuclear Power Reactor Operators,5310.0,50.23,104470.0,50.02,104040.0,76360.0,133170.0,5.148514851485149,3.4458857312605207,-0.05213385869592224,0.03299011388566386,0
2021,US,51-8011,Nuclear Power Reactor Operators,4820.0,53.47,111220.0,50.13,104260.0,79720.0,132960.0,-9.227871939736348,6.461185029194984,-0.07635395167318793,0.040101812451576846,1
2022,US,51-8011,Nuclear Power Reactor Operators,5450.0,56.5,117510.0,55.71,115870.0,85580.0,146100.0,13.070539419087138,5.6554576515015285,-0.019371736944832407,0.044880403970674054,0
2023,US,51-8011,Nuclear Power Reactor Operators,5760.0,58.29,121240.0,57.86,120350.0,92270.0,151980.0,5.688073394495413,3.1741979406008003,-0.01713794681994485,0.04930439433729461,0
2024,US,51-8011,Nuclear Power Reactor Operators,5720.0,59.05,122830.0,58.95,122610.0,99300.0,152690.0,-0.6944444444444444,1.3114483668756185,0.02522911292867569,0.039932655471714984,0
2015,US,51-8012,Power Distributors and Dispatchers,11540.0,38.66,80400.0,38.86,80840.0,53370.0,108900.0,,,,,
2016,US,51-8012,Power Distributors and Dispatchers,11380.0,39.18,81500.0,39.37,81900.0,52900.0,110340.0,-1.386481802426343,1.3681592039800996,,,0
2017,US,51-8012,Power Distributors and Dispatchers,12110.0,39.57,82310.0,39.67,82510.0,54090.0,111250.0,6.41476274165202,0.9938650306748466,,,0
2018,US,51-8012,Power Distributors and Dispatchers,11620.0,41.03,85340.0,41.54,86410.0,54670.0,117860.0,-4.046242774566474,3.6812051998542095,,,1
2019,US,51-8012,Power Distributors and Dispatchers,10770.0,42.74,88910.0,43.61,90700.0,56360.0,122380.0,-7.314974182444062,4.183266932270916,,,1
2020,US,51-8012,Power Distributors and Dispatchers,9940.0,44.84,93260.0,45.72,95100.0,58450.0,129010.0,-7.706592386258125,4.892588010347543,-0.029409323607995863,0.030120126425915217,1
2021,US,51-8012,Power Distributors and Dispatchers,9660.0,45.92,95520.0,47.37,98530.0,61670.0,129900.0,-2.8169014084507045,2.4233326184859534,-0.03224154818657099,0.03225582200492849,1
2022,US,51-8012,Power Distributors and Dispatchers,9380.0,48.73,101360.0,48.87,101650.0,66090.0,135620.0,-2.898550724637681,6.113902847571189,-0.04980719173257453,0.04251617046263845,1
2023,US,51-8012,Power Distributors and Dispatchers,9040.0,50.7,105460.0,50.36,104750.0,68360.0,138950.0,-3.624733475479744,4.044988161010261,-0.0489738461581698,0.04324671458033258,1
2024,US,51-8012,Power Distributors and Dispatchers,9180.0,52.7,109620.0,51.56,107240.0,70760.0,144900.0,1.5486725663716814,3.944623553954106,-0.031442528640047485,0.04276834151031306,0
2015,US,51-8013,Power Plant Operators,37510.0,34.17,71070.0,34.58,71940.0,43930.0,97410.0,,,,,
2016,US,51-8013,Power Plant Operators,35010.0,35.48,73800.0,35.91,74690.0,44270.0,101590.0,-6.664889362836576,3.8412832418742084,,,1
2017,US,51-8013,Power Plant Operators,34170.0,36.53,75970.0,37.1,77180.0,45230.0,103880.0,-2.3993144815766922,2.940379403794038,,,1
2018,US,51-8013,Power Plant Operators,33920.0,37.51,78030.0,38.27,79610.0,45590.0,106650.0,-0.7316359379572724,2.711596682901145,,,0
2019,US,51-8013,Power Plant Operators,33620.0,38.16,79370.0,39.42,81990.0,45970.0,108380.0,-0.8844339622641509,1.717288222478534,,,0
2020,US,51-8013,Power Plant Operators,32960.0,39.37,81890.0,40.7,84650.0,48090.0,111470.0,-1.9631171921475312,3.1750031498047124,-0.025531000082609445,0.028747780247446952,0
2021,US,51-8013,Power Plant Operators,28960.0,40.26,83740.0,38.87,80850.0,48610.0,110590.0,-12.135922330097088,2.259128098668946,-0.03723279281062275,0.02559363987685015,1
2022,US,51-8013,Power Plant Operators,31590.0,42.77,88960.0,44.74,93060.0,52000.0,119880.0,9.081491712707182,6.233580128970623,-0.015578864505674694,0.03207326834484858,0
2023,US,51-8013,Power Plant Operators,31490.0,44.17,91880.0,46.64,97010.0,54080.0,123120.0,-0.31655587211142766,3.2823741007194243,-0.014756987619587658,0.03321779154608273,0
2024,US,51-8013,Power Plant Operators,30720.0,46.15,95990.0,47.92,99670.0,59930.0,128760.0,-2.4452207049857098,4.473225946887244,-0.017879671421322407,0.038756901547535305,1
2015,US,51-8021,Stationary Engineers and Boiler Operators,34630.0,29.08,60480.0,28.14,58530.0,35400.0,91260.0,,,,,
2016,US,51-8021,Stationary Engineers and Boiler Operators,33720.0,29.52,61410.0,28.56,59400.0,35150.0,93300.0,-2.6277793820386948,1.5376984126984126,,,1
2017,US,51-8021,Stationary Engineers and Boiler Operators,32790.0,30.15,62710.0,28.79,59890.0,36420.0,95110.0,-2.7580071174377228,2.11691906855561,,,1
2018,US,51-8021,Stationary Engineers and Boiler Operators,31710.0,30.62,63690.0,29.06,60440.0,36550.0,96660.0,-3.293687099725526,1.5627491628129486,,,1
2019,US,51-8021,Stationary Engineers and Boiler Operators,32520.0,31.71,65970.0,29.88,62150.0,39050.0,100080.0,2.554399243140965,3.579839849269901,,,0
2020,US,51-8021,Stationary Engineers and Boiler Operators,29550.0,32.77,68170.0,31.09,64680.0,40680.0,103580.0,-9.132841328413283,3.334849173866909,-0.03122929235786487,0.024227193541207726,1
2021,US,51-8021,Stationary Engineers and Boiler Operators,29820.0,33.9,70510.0,30.53,63500.0,44260.0,100690.0,0.9137055837563453,3.432594983130409,-0.024282679113683425,0.02802179798931559,0
2022,US,51-8021,Stationary Engineers and Boiler Operators,31470.0,34.89,72570.0,32.27,67120.0,40910.0,108790.0,5.533199195171027,2.921571408310878,-0.008184102339096166,0.029636819614820897,0
2023,US,51-8021,Stationary Engineers and Boiler Operators,33840.0,35.18,73170.0,32.52,67640.0,41360.0,113660.0,7.530981887511916,0.8267879288962381,0.013087186554386898,0.028140249603334055,0
2024,US,51-8021,Stationary Engineers and Boiler Operators,30780.0,38.32,79710.0,36.15,75190.0,47310.0,121200.0,-9.042553191489363,8.938089380893809,-0.010937774014024737,0.03856400130727389,1
2015,US,51-8031,Water and Wastewater Treatment Plant and System Operators,114770.0,22.49,46790.0,21.53,44790.0,27120.0,70940.0,,,,,
2016,US,51-8031,Water and Wastewater Treatment Plant and System Operators,115840.0,23.04,47930.0,22.0,45760.0,27550.0,73120.0,0.9322993813714385,2.4364180380423166,,,0
2017,US,51-8031,Water and Wastewater Treatment Plant and System Operators,117450.0,23.22,48290.0,22.19,46150.0,27910.0,73410.0,1.3898480662983426,0.7510953473815982,,,0
2018,US,51-8031,Water and Wastewater Treatment Plant and System Operators,123650.0,23.79,49490.0,22.49,46780.0,28300.0,76200.0,5.2788420604512565,2.4849865396562434,,,0
2019,US,51-8031,Water and Wastewater Treatment Plant and System Operators,123730.0,24.28,50490.0,22.96,47760.0,28850.0,77600.0,0.0646987464617873,2.020610224287735,,,0
2020,US,51-8031,Water and Wastewater Treatment Plant and System Operators,119380.0,24.95,51890.0,23.6,49090.0,29730.0,79620.0,-3.5157197122767316,2.772826302238067,0.007907411147081378,0.020906867114574013,1
2021,US,51-8031,Water and Wastewater Treatment Plant and System Operators,121150.0,25.15,52320.0,23.02,47880.0,30070.0,77170.0,1.482660412129335,0.8286760454808249,0.009004199823476444,0.017681925380800045,0
2022,US,51-8031,Water and Wastewater Treatment Plant and System Operators,119350.0,26.78,55690.0,24.81,51600.0,34100.0,81210.0,-1.4857614527445318,6.441131498470948,0.003214684386741107,0.028925670494074796,0
2023,US,51-8031,Water and Wastewater Treatment Plant and System Operators,120710.0,27.91,58050.0,26.39,54890.0,36680.0,83090.0,1.1395056556346879,4.237744657927815,-0.004801240867984724,0.03242129550727757,0
2024,US,51-8031,Water and Wastewater Treatment Plant and System Operators,126750.0,29.15,60620.0,28.01,58260.0,37870.0,86160.0,5.003727943003894,4.427217915590009,0.004834623308917152,0.03724682054415385,0
2015,US,51-8091,Chemical Plant and System Operators,35020.0,28.4,59070.0,28.52,59320.0,36090.0,80970.0,,,,,
2016,US,51-8091,Chemical Plant and System Operators,33300.0,28.57,59430.0,28.81,59920.0,35050.0,81970.0,-4.911479154768704,0.6094464195022855,,,1
2017,US,51-8091,Chemical Plant and System Operators,30290.0,29.63,61620.0,29.89,62170.0,35290.0,87060.0,-9.03903903903904,3.685007571933367,,,1
2018,US,51-8091,Chemical Plant and System Operators,28190.0,29.6,61570.0,29.84,62060.0,34830.0,88630.0,-6.932981181908221,-0.08114248620577734,,,1
2019,US,51-8091,Chemical Plant and System Operators,28840.0,30.15,62710.0,30.07,62550.0,35330.0,93250.0,2.305782192266761,1.8515510800714632,,,0
2020,US,51-8091,Chemical Plant and System Operators,29710.0,31.47,65460.0,31.71,65960.0,38160.0,95860.0,3.016643550624133,4.385265507893478,-0.03235222572874463,0.020755681850458174,0
2021,US,51-8091,Chemical Plant and System Operators,21740.0,33.18,69020.0,33.75,70200.0,38340.0,99960.0,-26.825984516997643,5.438435685915063,-0.08174550862285934,0.030371517345601395,1
2022,US,51-8091,Chemical Plant and System Operators,18710.0,38.12,79290.0,39.75,82670.0,45930.0,107680.0,-13.937442502299907,14.879745001448855,-0.09185561340668791,0.05171809179276132,1
2023,US,51-8091,Chemical Plant and System Operators,17980.0,38.2,79450.0,38.48,80030.0,47650.0,108470.0,-3.9016568679850345,0.20179089418589985,-0.08601530725912843,0.052313033918284235,1
2024,US,51-8091,Chemical Plant and System Operators,17840.0,36.68,76290.0,35.35,73540.0,48000.0,107790.0,-0.778642936596218,-3.977344241661422,-0.09159415742696908,0.039982814720395776,0
2015,US,51-8092,Gas Plant Operators,16790.0,31.65,65830.0,31.74,66010.0,43460.0,90740.0,,,,,
2016,US,51-8092,Gas Plant Operators,17350.0,32.68,67980.0,32.49,67580.0,44340.0,95030.0,3.3353186420488385,3.2659881512988003,,,0
